data,بدون_تشكيل,tag,المحذوف,root,تصنيف_الجذر
الَّتِي,,اسم,الَّتِي,,
أُورِثْتُمُوهَا,اورثتموها,,,تمه,جذر
,بما,حرف_جر,بِمَا,,
,كنتم,اسم,كُنْتُمْ,,
تَعْمَلُونَ,تعملون,,,تعل,جذر
,لكم,حرف_جر,لَكُمْ,,
,فيها,اسم,فِيهَا,,
,None,اسم,فَاكِهَةٌ,,
,None,اسم,كَثِيرَةٌ,,
,منها,حرف_جر,مِنْهَا,,
,تاكلون,اسم,تَأْكُلُونَ,,
,ان,حرف,إِنَّ,,
الْمُجْرِمِينَ,المجرمين,اسم,الْمُجْرِمِينَ,جرم,جذر
,في,حرف_جر,فِي,,
,عذاب,اسم,عَذَابِ,,
جَهَنَّمَ,,اسم,جهنم,جهم,جذر
خَالِدُونَ,خالدون,,,لدن,جذر
,لا,حرف,لَا,,
يُفَتَّرُ,يفتر,,,فتر,جذر
,عنهم,حرف_جر,عَنْهُمْ,,
,وهم,اسم,وَهُمْ,,
,فيه,حرف_جر,فِيهِ,,
,مبلسون,اسم,مُبْلِسُونَ,,
,وما,حرف,وَمَا,,
ظَلَمْنَاهُمْ,ظلمناهم,,,ظلم,جذر
,ولكن,حرف,وَلَٰكِنْ,,
كَانُوا,كانوا,,,كنو,جذر
هُمُ,,اسم,هم,,
الظَّالِمِينَ,الظالمين,اسم,الظَّالِمِينَ,ظلم,جذر
وَنَادَوْا,ونادوا,,,ندو,جذر
,يا,حرف,يَا,,
مَالِكُ,مالك,,,ملك,جذر
لِيَقْضِ,ليقض,,,ليق,جذر
,علينا,حرف_جر,عَلَيْنَا,,
,ربك,اسم,رَبُّكَ,,
,قال,فعل,,,
إِنَّكُمْ,انكم,,,,
مَاكِثُونَ,ماكثون,,,كون,جذر
,لقد,حرف,لَقَدْ,,
جِئْنَاكُمْ,جيناكم,,,,
بِالْحَقِّ,بالحق,,,بلح,جذر
وَلَٰكِنَّ,ولكن,,,لكن,جذر
أَكْثَرَكُمْ,اكثركم,,,ثرم,جذر
لِلْحَقِّ,للحق,,,لحق,جذر
كَارِهُونَ,كارهون,,,كره,جذر
,ام,حرف,أَمْ,,
أَبْرَمُوا,ابرموا,,,برم,جذر
,None,اسم,أَمْرًا,,
فَإِنَّا,فانا,,,,
مُبْرِمُونَ,مبرمون,,,برم,جذر
,ام,حرف,أَمْ,,
يَحْسَبُونَ,يحسبون,,,بون,جذر
أَنَّا,,اسم,انا,,
,لا,حرف,لَا,,
نَسْمَعُ,نسمع,,,نسع,جذر
سِرَّهُمْ,سرهم,,,سهم,جذر
وَنَجْوَاهُمْ,ونجواهم,,,جهم,جذر
,بلي,حرف,بَلَىٰ,,
وَرُسُلُنَا,ورسلنا,,,ورس,جذر
لَدَيْهِمْ,لديهم,,,لدم,جذر
يَكْتُبُونَ,يكتبون,,,بون,جذر
,قل,فعل,قُلْ,,
,ان,حرف,إِنْ,,
,كان,فعل,,,
لِلرَّحْمَٰنِ,للرحمن,,,لحم,جذر
,None,اسم,وَلَدٌ,,
فَأَنَا,فانا,,,,
أَوَّلُ,اول,,,,
الْعَابِدِينَ,العابدين,اسم,الْعَابِدِينَ,بدن,جذر
سُبْحَانَ,سبحان,,,سبح,جذر
رَبِّ,رب,,,,
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ,لسم,جذر
وَالْأَرْضِ,والارض,,,ورض,جذر
رَبِّ,رب,,,,
الْعَرْشِ,العرش,اسم,الْعَرْشِ,عرش,جذر
,عما,حرف_جر,عَمَّا,,
,يصفون,اسم,يَصِفُونَ,,
فَذَرْهُمْ,فذرهم,,,فرم,جذر
يَخُوضُوا,يخوضوا,,,خوض,جذر
وَيَلْعَبُوا,ويلعبوا,,,عبو,جذر
,حتي,حرف_جر,حَتَّىٰ,,
,يلاقوا,اسم,يُلَاقُوا,,
يَوْمَهُمُ,يومهم,,,ومه,جذر
الَّذِي,,اسم,الَّذِي,لذي,جذر
يُوعَدُونَ,يوعدون,,,عدن,جذر
,وهو,حرف,وَهُوَ,,
الَّذِي,,اسم,الَّذِي,لذي,جذر
,في,حرف_جر,فِي,,
,السماء,اسم,السَّمَاءِ,,
,None,اسم,إِلَٰهٌ,,
,وفي,حرف_جر,وَفِي,,
,الارض,اسم,الْأَرْضِ,,
,None,اسم,إِلَٰهٌ,,
,وهو,حرف,وَهُوَ,,
الْحَكِيمُ,,اسم,الْحَكِيمُ,حكم,جذر
الْعَلِيمُ,,اسم,الْعَلِيمُ,علم,جذر
وَتَبَارَكَ,وتبارك,,,برك,جذر
الَّذِي,,اسم,الَّذِي,لذي,جذر
,له,حرف_جر,لَهُ,,
,ملك,اسم,مُلْكُ,,
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ,لسم,جذر
وَالْأَرْضِ,والارض,,,ورض,جذر
,وما,حرف,وَمَا,,
بَيْنَهُمَا,بينهما,,,بين,جذر
وَعِنْدَهُ,وعنده,,,عند,جذر
عِلْمُ,علم,,,علم,جذر
السَّاعَةِ,,اسم,السَّاعَةِ,لسع,جذر
,واليه,حرف_جر,وَإِلَيْهِ,,
,ترجعون,اسم,تُرْجَعُونَ,,
,ولا,حرف,وَلَا,,
يَمْلِكُ,يملك,,,ملك,جذر
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
يَدْعُونَ,يدعون,,,عون,جذر
,,فعل,مِنْ,,
دُونِهِ,دونه,,,دون,جذر
الشَّفَاعَةَ,الشفاعه,اسم,الشَّفَاعَةَ,شفع,جذر
,الا,حرف,إِلَّا,,
,,فعل,مَنْ,,
,شهد,فعل,,,
بِالْحَقِّ,بالحق,,,بلح,جذر
,وهم,حرف,وَهُمْ,,
يَعْلَمُونَ,يعلمون,,,علم,جذر
وَلَئِنْ,ولين,,,,
سَأَلْتَهُمْ,سالتهم,,,تهم,جذر
,,فعل,مَنْ,,
خَلَقَهُمْ,خلقهم,,,قهم,جذر
لَيَقُولُنَّ,ليقولن,,,قول,جذر
اللَّهُ,,اسم,اللَّهُ,,
فَأَنَّىٰ,فاني,,,,
يُؤْفَكُونَ,يوفكون,,,فكن,جذر
وَقِيلِهِ,وقيله,,,قيل,جذر
,يا,حرف,يَا,,
رَبِّ,رب,,,,
,ان,حرف,إِنَّ,,
هَٰؤُلَاءِ,,اسم,هولاء,,
,None,اسم,قَوْمٌ,,
,لا,حرف,لَا,,
يُؤْمِنُونَ,يومنون,,,منن,جذر
فَاصْفَحْ,فاصفح,,,صفح,جذر
,عنهم,حرف_جر,عَنْهُمْ,,
,وقل,اسم,وَقُلْ,,
,None,اسم,سَلَامٌ,,
فَسَوْفَ,فسوف,,,فسو,جذر
يَعْلَمُونَ,يعلمون,,,علم,جذر
بِسْمِ,بسم,,,بسم,جذر
اللَّهِ,,اسم,اللَّهِ,,
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,لحم,جذر
الرَّحِيمِ,,اسم,الرَّحِيمِ,لحم,جذر
,حم,فعل,حم,,
وَالْكِتَابِ,والكتاب,,,كتب,جذر
الْمُبِينِ,,اسم,الْمُبِينِ,بين,جذر
إِنَّا,,اسم,انا,,
أَنْزَلْنَاهُ,انزلناه,,,نزل,جذر
,في,حرف_جر,فِي,,
,None,اسم,لَيْلَةٍ,,
,None,اسم,مُبَارَكَةٍ,,
إِنَّا,,اسم,انا,,
كُنَّا,كنا,,,,
مُنْذِرِينَ,منذرين,,,مذر,جذر
,فيها,حرف_جر,فِيهَا,,
,يفرق,اسم,يُفْرَقُ,,
كُلُّ,كل,,,,
,None,اسم,أَمْرٍ,,
,None,اسم,حَكِيمٍ,,
,None,اسم,أَمْرًا,,
,,فعل,مِنْ,,
عِنْدِنَا,عندنا,,,عدن,جذر
إِنَّا,,اسم,انا,,
كُنَّا,كنا,,,,
مُرْسِلِينَ,مرسلين,,,لين,جذر
,None,اسم,رَحْمَةً,,
,,فعل,مِنْ,,
رَبِّكَ,ربك,,,ربك,جذر
إِنَّهُ,انه,,,,
هُوَ,,اسم,هو,,
السَّمِيعُ,,اسم,السَّمِيعُ,لسع,جذر
الْعَلِيمُ,,اسم,الْعَلِيمُ,علم,جذر
رَبِّ,رب,,,,
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ,لسم,جذر
وَالْأَرْضِ,والارض,,,ورض,جذر
,وما,حرف,وَمَا,,
بَيْنَهُمَا,بينهما,,,بين,جذر
,ان,حرف,إِنْ,,
كُنْتُمْ,كنتم,,,كتم,جذر
مُوقِنِينَ,موقنين,,,قنن,جذر
,لا,حرف,لَا,,
إِلَٰهَ,اله,,,,
,الا,حرف,إِلَّا,,
هُوَ,,اسم,هو,,
يُحْيِي,يحيي,,,حيي,جذر
وَيُمِيتُ,ويميت,,,,
رَبُّكُمْ,ربكم,,,بكم,جذر
وَرَبُّ,ورب,,,ورب,جذر
آبَائِكُمُ,ابايكم,,,بكم,جذر
الْأَوَّلِينَ,الاولين,اسم,الْأَوَّلِينَ,لوي,جذر
,بل,حرف,بَلْ,,
هُمْ,,اسم,هم,,
,في,حرف_جر,فِي,,
,None,اسم,شَكٍّ,,
يَلْعَبُونَ,يلعبون,,,بون,جذر
فَارْتَقِبْ,فارتقب,,,فتق,جذر
يَوْمَ,يوم,,,,
تَأْتِي,تاتي,,,,
السَّمَاءُ,السماء,اسم,السَّمَاءُ,لسم,جذر
,None,اسم,بِدُخَانٍ,,
,None,اسم,مُبِينٍ,,
,يغشي,فعل,,,
النَّاسَ,الناس,اسم,النَّاسَ,,
هَٰذَا,,اسم,هذا,,
,None,اسم,عَذَابٌ,,
,None,اسم,أَلِيمٌ,,
رَبَّنَا,ربنا,,,,
,اكشف,فعل,اكْشِفْ,,
عَنَّا,عنا,,,,
الْعَذَابَ,العذاب,اسم,الْعَذَابَ,عذب,جذر
إِنَّا,,اسم,انا,,
مُؤْمِنُونَ,مومنون,,,منن,جذر
أَنَّىٰ,,اسم,اني,,
لَهُمُ,لهم,,,لهم,جذر
الذِّكْرَىٰ,الذكري,اسم,الذِّكْرَىٰ,ذكر,جذر
وَقَدْ,وقد,,,وقد,جذر
جَاءَهُمْ,جاءهم,,,جهم,جذر
,None,اسم,رَسُولٌ,,
,None,اسم,مُبِينٌ,,
ثُمَّ,,اسم,ثم,,
تَوَلَّوْا,تولوا,,,تلو,جذر
,عنه,حرف_جر,عَنْهُ,,
,وقالوا,اسم,وَقَالُوا,,
,None,اسم,مُعَلَّمٌ,,
,None,اسم,مَجْنُونٌ,,
إِنَّا,,اسم,انا,,
كَاشِفُو,كاشفو,,,شفو,جذر
الْعَذَابِ,العذاب,اسم,الْعَذَابِ,عذب,جذر
,None,اسم,قَلِيلًا,,
إِنَّكُمْ,انكم,,,,
عَائِدُونَ,عايدون,,,عدن,جذر
يَوْمَ,يوم,,,,
نَبْطِشُ,نبطش,,,بطش,جذر
الْبَطْشَةَ,البطشه,اسم,الْبَطْشَةَ,بطش,جذر
الْكُبْرَىٰ,الكبري,اسم,الْكُبْرَىٰ,كبر,جذر
إِنَّا,,اسم,انا,,
مُنْتَقِمُونَ,منتقمون,,,قمن,جذر
وَلَقَدْ,ولقد,,,وقد,جذر
فَتَنَّا,فتنا,,,فتن,جذر
قَبْلَهُمْ,قبلهم,,,بلم,جذر
قَوْمَ,,اسم,قوم,قوم,جذر
فِرْعَوْنَ,,اسم,فرعون,عون,جذر
وَجَاءَهُمْ,وجاءهم,,,جهم,جذر
,None,اسم,رَسُولٌ,,
,None,اسم,كَرِيمٌ,,
,ان,حرف,أَنْ,,
أَدُّوا,ادوا,,,,
,الي,حرف_جر,إِلَيَّ,,
,عباد,اسم,عِبَادَ,,
اللَّهِ,,اسم,اللَّهِ,,
إِنِّي,,اسم,اني,,
,لكم,حرف_جر,لَكُمْ,,
,None,اسم,رَسُولٌ,,
,None,اسم,أَمِينٌ,,
,وان,حرف,وَأَنْ,,
,لا,حرف,لَا,,
تَعْلُوا,تعلوا,,,تعل,جذر
,علي,حرف_جر,عَلَى,,
اللَّهِ,,اسم,اللَّهِ,,
إِنِّي,,اسم,اني,,
آتِيكُمْ,اتيكم,,,تيك,جذر
,None,اسم,بِسُلْطَانٍ,,
,None,اسم,مُبِينٍ,,
وَإِنِّي,واني,,,وني,جذر
عُذْتُ,عذت,,,,
بِرَبِّي,بربي,,,بري,جذر
وَرَبِّكُمْ,وربكم,,,بكم,جذر
,ان,حرف,أَنْ,,
تَرْجُمُونِ,ترجمون,,,ترج,جذر
,وان,حرف,وَإِنْ,,
,,فعل,لَمْ,,
تُؤْمِنُوا,تومنوا,,,منو,جذر
,لي,حرف_جر,لِي,,
,فاعتزلون,اسم,فَاعْتَزِلُونِ,,
فَدَعَا,فدعا,,,فدع,جذر
رَبَّهُ,ربه,,,,
,ان,حرف,أَنَّ,,
هَٰؤُلَاءِ,,اسم,هولاء,,
,None,اسم,قَوْمٌ,,
مُجْرِمُونَ,مجرمون,,,جرم,جذر
فَأَسْرِ,فاسر,,,فسر,جذر
بِعِبَادِي,بعبادي,,,بدي,جذر
,None,اسم,لَيْلًا,,
إِنَّكُمْ,انكم,,,,
مُتَّبَعُونَ,متبعون,,,بعو,جذر
وَاتْرُكِ,واترك,,,ترك,جذر
الْبَحْرَ,البحر,اسم,الْبَحْرَ,بحر,جذر
,None,اسم,رَهْوًا,,
إِنَّهُمْ,انهم,,,نهم,جذر
,None,اسم,جُنْدٌ,,
مُغْرَقُونَ,مغرقون,,,غرق,جذر
,,فعل,كَمْ,,
تَرَكُوا,تركوا,,,ترك,جذر
,,فعل,مِنْ,,
,None,اسم,جَنَّاتٍ,,
,None,اسم,وَعُيُونٍ,,
,None,اسم,وَزُرُوعٍ,,
,None,اسم,وَمَقَامٍ,,
,None,اسم,كَرِيمٍ,,
,None,اسم,وَنَعْمَةٍ,,
كَانُوا,كانوا,,,كنو,جذر
,فيها,حرف_جر,فِيهَا,,
,فاكهين,اسم,فَاكِهِينَ,,
كَذَٰلِكَ,,اسم,كذلك,,
وَأَوْرَثْنَاهَا,واورثناها,,,وثن,جذر
,None,اسم,قَوْمًا,,
آخَرِينَ,اخرين,,,رين,جذر
,فما,حرف,فَمَا,,
بَكَتْ,بكت,,,بكت,جذر
عَلَيْهِمُ,عليهم,,,علم,جذر
السَّمَاءُ,السماء,اسم,السَّمَاءُ,لسم,جذر
وَالْأَرْضُ,والارض,,,ورض,جذر
,وما,حرف,وَمَا,,
كَانُوا,كانوا,,,كنو,جذر
مُنْظَرِينَ,منظرين,,,ظري,جذر
وَلَقَدْ,ولقد,,,وقد,جذر
نَجَّيْنَا,نجينا,,,,
بَنِي,بني,,,بني,جذر
إِسْرَائِيلَ,,اسم,اسراييل,ريل,جذر
مِنَ,,اسم,من,,
الْعَذَابِ,العذاب,اسم,الْعَذَابِ,عذب,جذر
الْمُهِينِ,المهين,اسم,الْمُهِينِ,لمي,جذر
,,فعل,مِنْ,,
فِرْعَوْنَ,,اسم,فرعون,عون,جذر
إِنَّهُ,انه,,,,
,كان,فعل,,,
,None,اسم,عَالِيًا,,
مِنَ,,اسم,من,,
الْمُسْرِفِينَ,المسرفين,اسم,الْمُسْرِفِينَ,فين,جذر
وَلَقَدِ,ولقد,,,وقد,جذر
اخْتَرْنَاهُمْ,اخترناهم,,,تره,جذر
,علي,حرف_جر,عَلَىٰ,,
,None,اسم,عِلْمٍ,,
,علي,حرف_جر,عَلَى,,
,العالمين,اسم,الْعَالَمِينَ,,
وَآتَيْنَاهُمْ,واتيناهم,,,تنم,جذر
مِنَ,,اسم,من,,
الْآيَاتِ,الايات,اسم,الْآيَاتِ,ليت,جذر
مَا,,اسم,ما,,
,فيه,حرف_جر,فِيهِ,,
,None,اسم,بَلَاءٌ,,
,None,اسم,مُبِينٌ,,
,ان,حرف,إِنَّ,,
هَٰؤُلَاءِ,,اسم,هولاء,,
لَيَقُولُونَ,ليقولون,,,قلو,جذر
,ان,حرف,إِنْ,,
هِيَ,,اسم,هي,,
,الا,حرف,إِلَّا,,
مَوْتَتُنَا,موتتنا,,,متت,جذر
الْأُولَىٰ,الاولي,اسم,الْأُولَىٰ,,
,وما,حرف,وَمَا,,
نَحْنُ,,اسم,نحن,,
بِمُنْشَرِينَ,بمنشرين,,,بري,جذر
فَأْتُوا,فاتوا,,,فتو,جذر
بِآبَائِنَا,باباينا,,,,
,ان,حرف,إِنْ,,
كُنْتُمْ,كنتم,,,كتم,جذر
صَادِقِينَ,صادقين,,,صدق,جذر
أَهُمْ,اهم,,,,
,None,اسم,خَيْرٌ,,
,ام,حرف,أَمْ,,
قَوْمُ,,اسم,قوم,قوم,جذر
,None,اسم,تُبَّعٍ,,
وَالَّذِينَ,,اسم,والذين,لذي,جذر
,,فعل,مِنْ,,
قَبْلِهِمْ,قبلهم,,,بلم,جذر
أَهْلَكْنَاهُمْ,اهلكناهم,,,كنه,جذر
إِنَّهُمْ,انهم,,,نهم,جذر
كَانُوا,كانوا,,,كنو,جذر
مُجْرِمِينَ,مجرمين,,,جرم,جذر
,وما,حرف,وَمَا,,
خَلَقْنَا,خلقنا,,,لقن,جذر
السَّمَاوَاتِ,السماوات,اسم,السَّمَاوَاتِ,لسم,جذر
وَالْأَرْضَ,والارض,,,ورض,جذر
,وما,حرف,وَمَا,,
بَيْنَهُمَا,بينهما,,,بين,جذر
لَاعِبِينَ,لاعبين,,,بين,جذر
مَا,,اسم,ما,,
خَلَقْنَاهُمَا,خلقناهما,,,قنم,جذر
,الا,حرف,إِلَّا,,
بِالْحَقِّ,بالحق,,,بلح,جذر
وَلَٰكِنَّ,ولكن,,,لكن,جذر
أَكْثَرَهُمْ,اكثرهم,,,ثرم,جذر
,لا,حرف,لَا,,
يَعْلَمُونَ,يعلمون,,,علم,جذر
,ان,حرف,إِنَّ,,
يَوْمَ,يوم,,,,
الْفَصْلِ,الفصل,اسم,الْفَصْلِ,فصل,جذر
مِيقَاتُهُمْ,ميقاتهم,,,تهم,جذر
أَجْمَعِينَ,اجمعين,,,جمع,جذر
يَوْمَ,يوم,,,,
,لا,حرف,لَا,,
يُغْنِي,يغني,,,غني,جذر
مَوْلًى,مولي,,,مول,جذر
,عن,حرف_جر,عَنْ,,
,مولي,اسم,مَوْلًى,,
,None,اسم,شَيْئًا,,
,ولا,حرف,وَلَا,,
هُمْ,,اسم,هم,,
يُنْصَرُونَ,ينصرون,,,صرو,جذر
,الا,حرف,إِلَّا,,
,,فعل,مَنْ,,
,رحم,فعل,,,
اللَّهُ,,اسم,اللَّهُ,,
إِنَّهُ,انه,,,,
هُوَ,,اسم,هو,,
الْعَزِيزُ,,اسم,الْعَزِيزُ,عزز,جذر
الرَّحِيمُ,,اسم,الرَّحِيمُ,لحم,جذر
,ان,حرف,إِنَّ,,
شَجَرَتَ,شجرت,,,شجر,جذر
الزَّقُّومِ,الزقوم,اسم,الزَّقُّومِ,قوم,جذر
طَعَامُ,طعام,,,طعم,جذر
الْأَثِيمِ,الاثيم,اسم,الْأَثِيمِ,لثم,جذر
كَالْمُهْلِ,كالمهل,,,كلل,جذر
يَغْلِي,يغلي,,,غلي,جذر
,في,حرف_جر,فِي,,
,البطون,اسم,الْبُطُونِ,,
كَغَلْيِ,كغلي,,,غلي,جذر
الْحَمِيمِ,الحميم,اسم,الْحَمِيمِ,حمم,جذر
خُذُوهُ,خذوه,,,خذو,جذر
فَاعْتِلُوهُ,فاعتلوه,,,تله,جذر
إِلَىٰ,الي,,,,
سَوَاءِ,سواء,,,سوء,جذر
الْجَحِيمِ,الجحيم,اسم,الْجَحِيمِ,جحم,جذر
ثُمَّ,,اسم,ثم,,
صُبُّوا,صبوا,,,صبو,جذر
فَوْقَ,,اسم,فوق,فوق,جذر
رَأْسِهِ,راسه,,,,
,,فعل,مِنْ,,
عَذَابِ,عذاب,,,عذب,جذر
الْحَمِيمِ,الحميم,اسم,الْحَمِيمِ,حمم,جذر
,ذق,فعل,ذُقْ,,
إِنَّكَ,انك,,,,
أَنْتَ,,اسم,انت,,
الْعَزِيزُ,,اسم,الْعَزِيزُ,عزز,جذر
الْكَرِيمُ,,اسم,الْكَرِيمُ,كرم,جذر
,ان,حرف,إِنَّ,,
هَٰذَا,,اسم,هذا,,
مَا,,اسم,ما,,
كُنْتُمْ,كنتم,,,كتم,جذر
,به,حرف_جر,بِهِ,,
,تمترون,اسم,تَمْتَرُونَ,,
,ان,حرف,إِنَّ,,
الْمُتَّقِينَ,المتقين,اسم,الْمُتَّقِينَ,قين,جذر
,في,حرف_جر,فِي,,
,None,اسم,مَقَامٍ,,
,None,اسم,أَمِينٍ,,
,في,حرف_جر,فِي,,
,None,اسم,جَنَّاتٍ,,
,None,اسم,وَعُيُونٍ,,
يَلْبَسُونَ,يلبسون,,,بون,جذر
,,فعل,مِنْ,,
,None,اسم,سُنْدُسٍ,,
,None,اسم,وَإِسْتَبْرَقٍ,,
مُتَقَابِلِينَ,متقابلين,,,بلي,جذر
كَذَٰلِكَ,,اسم,كذلك,,
وَزَوَّجْنَاهُمْ,وزوجناهم,,,جهم,جذر
,None,اسم,بِحُورٍ,,
,None,اسم,عِينٍ,,
يَدْعُونَ,يدعون,,,عون,جذر
,فيها,حرف_جر,فِيهَا,,
,بكل,اسم,بِكُلِّ,,
,None,اسم,فَاكِهَةٍ,,
آمِنِينَ,امنين,,,منن,جذر
,لا,حرف,لَا,,
يَذُوقُونَ,يذوقون,,,يقن,جذر
,فيها,حرف_جر,فِيهَا,,
,الموت,اسم,الْمَوْتَ,,
,الا,حرف,إِلَّا,,
الْمَوْتَةَ,الموته,اسم,الْمَوْتَةَ,لمو,جذر
الْأُولَىٰ,الاولي,اسم,الْأُولَىٰ,,
وَوَقَاهُمْ,ووقاهم,,,قهم,جذر
عَذَابَ,عذاب,,,عذب,جذر
الْجَحِيمِ,الجحيم,اسم,الْجَحِيمِ,جحم,جذر
,None,اسم,فَضْلًا,,
,,فعل,مِنْ,,
رَبِّكَ,ربك,,,ربك,جذر
ذَٰلِكَ,,اسم,ذلك,,
هُوَ,,اسم,هو,,
الْفَوْزُ,الفوز,اسم,الْفَوْزُ,فوز,جذر
الْعَظِيمُ,,اسم,الْعَظِيمُ,عظم,جذر
,فانما,حرف,فَإِنَّمَا,,
يَسَّرْنَاهُ,يسرناه,,,يسر,جذر
بِلِسَانِكَ,بلسانك,,,بلك,جذر
لَعَلَّهُمْ,لعلهم,,,علم,جذر
يَتَذَكَّرُونَ,يتذكرون,,,كرو,جذر
فَارْتَقِبْ,فارتقب,,,فتق,جذر
إِنَّهُمْ,انهم,,,نهم,جذر
مُرْتَقِبُونَ,مرتقبون,,,بون,جذر
بِسْمِ,بسم,,,بسم,جذر
اللَّهِ,,اسم,اللَّهِ,,
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,لحم,جذر
الرَّحِيمِ,,اسم,الرَّحِيمِ,لحم,جذر
,حم,فعل,حم,,
تَنْزِيلُ,تنزيل,,,نزل,جذر
الْكِتَابِ,الكتاب,اسم,الْكِتَابِ,كتب,جذر
مِنَ,,اسم,من,,
اللَّهِ,,اسم,اللَّهِ,,
الْعَزِيزِ,,اسم,الْعَزِيزِ,عزز,جذر
الْحَكِيمِ,,اسم,الْحَكِيمِ,حكم,جذر
,ان,حرف,إِنَّ,,
,في,حرف_جر,فِي,,
,السماوات,اسم,السَّمَاوَاتِ,,
وَالْأَرْضِ,والارض,,,ورض,جذر
,None,اسم,لَآيَاتٍ,,
لِلْمُؤْمِنِينَ,للمومنين,,,لمم,جذر
,وفي,حرف_جر,وَفِي,,
,خلقكم,اسم,خَلْقِكُمْ,,
,وما,حرف,وَمَا,,
يَبُثُّ,يبث,,,,
,,فعل,مِنْ,,
,None,اسم,دَابَّةٍ,,
,None,اسم,آيَاتٌ,,
,None,اسم,لِقَوْمٍ,,
يُوقِنُونَ,يوقنون,,,قنن,جذر
وَاخْتِلَافِ,واختلاف,,,تلف,جذر
اللَّيْلِ,الليل,اسم,اللَّيْلِ,,
وَالنَّهَارِ,والنهار,,,نهر,جذر
,وما,حرف,وَمَا,,
أَنْزَلَ,انزل,,,نزل,جذر
اللَّهُ,,اسم,اللَّهُ,,
مِنَ,,اسم,من,,
السَّمَاءِ,السماء,اسم,السَّمَاءِ,لسم,جذر
,,فعل,مِنْ,,
,None,اسم,رِزْقٍ,,
فَأَحْيَا,فاحيا,,,فحي,جذر
,به,حرف_جر,بِهِ,,
,الارض,اسم,الْأَرْضَ,,
بَعْدَ,بعد,,,بعد,جذر
مَوْتِهَا,موتها,,,مته,جذر
وَتَصْرِيفِ,وتصريف,,,ترف,جذر
الرِّيَاحِ,الرياح,اسم,الرِّيَاحِ,,
,None,اسم,آيَاتٌ,,
,None,اسم,لِقَوْمٍ,,
يَعْقِلُونَ,يعقلون,,,عقل,جذر
تِلْكَ,,اسم,تلك,,
آيَاتُ,ايات,,,,
اللَّهِ,,اسم,اللَّهِ,,
نَتْلُوهَا,نتلوها,,,تله,جذر
عَلَيْكَ,,اسم,عليك,علك,جذر
بِالْحَقِّ,بالحق,,,بلح,جذر
فَبِأَيِّ,فباي,,,,
,None,اسم,حَدِيثٍ,,
بَعْدَ,بعد,,,بعد,جذر
اللَّهِ,,اسم,اللَّهِ,,
وَآيَاتِهِ,واياته,,,,
يُؤْمِنُونَ,يومنون,,,منن,جذر
,None,اسم,وَيْلٌ,,
لِكُلِّ,لكل,,,,
,None,اسم,أَفَّاكٍ,,
,None,اسم,أَثِيمٍ,,
يَسْمَعُ,يسمع,,,سمع,جذر
آيَاتِ,ايات,,,,
اللَّهِ,,اسم,اللَّهِ,,
تُتْلَىٰ,تتلي,,,,
,عليه,حرف_جر,عَلَيْهِ,,
ثُمَّ,,اسم,ثم,,
يُصِرُّ,يصر,,,,
,None,اسم,مُسْتَكْبِرًا,,
كَأَنْ,كان,,,,
,,فعل,لَمْ,,
يَسْمَعْهَا,يسمعها,,,سمع,جذر
فَبَشِّرْهُ,فبشره,,,بره,جذر
,None,اسم,بِعَذَابٍ,,
,None,اسم,أَلِيمٍ,,
وَإِذَا,واذا,,,,
,علم,فعل,,,
,,فعل,مِنْ,,
آيَاتِنَا,اياتنا,,,يتن,جذر
,None,اسم,شَيْئًا,,
اتَّخَذَهَا,اتخذها,,,تخذ,جذر
,None,اسم,هُزُوًا,,
أُولَٰئِكَ,,اسم,اوليك,,
,لهم,حرف_جر,لَهُمْ,,
,None,اسم,عَذَابٌ,,
,None,اسم,مُهِينٌ,,
,,فعل,مِنْ,,
وَرَائِهِمْ,ورايهم,,,ورم,جذر
جَهَنَّمُ,,اسم,جهنم,جهم,جذر
,ولا,حرف,وَلَا,,
يُغْنِي,يغني,,,غني,جذر
,عنهم,حرف_جر,عَنْهُمْ,,
مَا,,اسم,ما,,
كَسَبُوا,كسبوا,,,كبو,جذر
,None,اسم,شَيْئًا,,
,ولا,حرف,وَلَا,,
مَا,,اسم,ما,,
اتَّخَذُوا,اتخذوا,,,تخذ,جذر
,,فعل,مِنْ,,
دُونِ,,اسم,دون,دون,جذر
اللَّهِ,,اسم,اللَّهِ,,
أَوْلِيَاءَ,اولياء,,,ولي,جذر
,ولهم,حرف_جر,وَلَهُمْ,,
,None,اسم,عَذَابٌ,,
,None,اسم,عَظِيمٌ,,
هَٰذَا,,اسم,هذا,,
هُدًى,هدي,,,,
وَالَّذِينَ,,اسم,والذين,لذي,جذر
كَفَرُوا,كفروا,,,كرو,جذر
بِآيَاتِ,بايات,,,بيت,جذر
رَبِّهِمْ,ربهم,,,,
,لهم,حرف_جر,لَهُمْ,,
,None,اسم,عَذَابٌ,,
,,فعل,مِنْ,,
,None,اسم,رِجْزٍ,,
,None,اسم,أَلِيمٌ,,
اللَّهُ,,اسم,اللَّهُ,,
الَّذِي,,اسم,الَّذِي,لذي,جذر
