data,بدون_تشكيل,tag,المحذوف,pattern,word_type,pattern_score
,يتق,اسم,يَتَّقِ,,,0.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
يَجْعَلْ,يجعل,,,فاعَل,فعل,1.0
,له,حرف_جر,لَهُ,,,0.0
,,فعل,مِنْ,,,0.0
أَمْرِهِ,امره,,,أفعال,اسم,1.0
,None,اسم,يُسْرًا,,,0.0
ذَٰلِكَ,,اسم,ذلك,فعل,فعل,1.0
أَمْرُ,امر,,,أفعال,اسم,1.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
أَنْزَلَهُ,انزله,,,فاعَل,فعل,1.0
,اليكم,حرف_جر,إِلَيْكُمْ,,,0.0
,ومن,اسم,وَمَنْ,,,0.0
يَتَّقِ,يتق,,,يفعل,فعل,1.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
يُكَفِّرْ,يكفر,,,انفعل,فعل,1.0
,عنه,حرف_جر,عَنْهُ,,,0.0
,سيياته,اسم,سَيِّئَاتِهِ,,,0.0
وَيُعْظِمْ,ويعظم,,,فاعَل,فعل,1.0
,له,حرف_جر,لَهُ,,,0.0
,None,اسم,أَجْرًا,,,0.0
أَسْكِنُوهُنَّ,اسكنوهن,,,استفعل,فعل,1.0
,,فعل,مِنْ,,,0.0
حَيْثُ,,اسم,حيث,,,0.0
سَكَنْتُمْ,سكنتم,,,,,0.0
,,فعل,مِنْ,,,0.0
وُجْدِكُمْ,وجدكم,,,,,0.0
,ولا,حرف,وَلَا,,,0.0
تُضَارُّوهُنَّ,تضاروهن,,,تَفَعَّل,فعل,1.0
لِتُضَيِّقُوا,لتضيقوا,,,,,0.0
,عليهن,حرف_جر,عَلَيْهِنَّ,,,0.0
,وان,اسم,وَإِنْ,,,0.0
كُنَّ,كن,,,انفعل,فعل,1.0
أُولَاتِ,اولات,,,فعل,فعل,1.0
,None,اسم,حَمْلٍ,,,0.0
فَأَنْفِقُوا,فانفقوا,,,فعل,فعل,1.0
,عليهن,حرف_جر,عَلَيْهِنَّ,,,0.0
,حتي,اسم,حَتَّىٰ,,,0.0
يَضَعْنَ,يضعن,,,فاعَل,فعل,1.0
حَمْلَهُنَّ,حملهن,,,فعل,فعل,1.0
,فان,حرف,فَإِنْ,,,0.0
أَرْضَعْنَ,ارضعن,,,تَفاعَل,فعل,1.0
,لكم,حرف_جر,لَكُمْ,,,0.0
,فاتوهن,اسم,فَآتُوهُنَّ,,,0.0
أُجُورَهُنَّ,اجورهن,,,فعول,اسم,1.1
وَأْتَمِرُوا,واتمروا,,,,,0.0
بَيْنَكُمْ,بينكم,,,,,0.0
,None,اسم,بِمَعْرُوفٍ,,,0.0
,وان,حرف,وَإِنْ,,,0.0
تَعَاسَرْتُمْ,تعاسرتم,,,فعل,فعل,1.0
فَسَتُرْضِعُ,فسترضع,,,,,0.0
,له,حرف_جر,لَهُ,,,0.0
,اخري,اسم,أُخْرَىٰ,,,0.0
لِيُنْفِقْ,لينفق,,,,,0.0
ذُو,,اسم,ذو,,,0.0
,None,اسم,سَعَةٍ,,,0.0
,,فعل,مِنْ,,,0.0
سَعَتِهِ,سعته,,,فعل,فعل,1.0
,ومن,حرف_جر,وَمَنْ,,,0.0
,قدر,اسم,قُدِرَ,,,0.0
,عليه,حرف_جر,عَلَيْهِ,,,0.0
,رزقه,اسم,رِزْقُهُ,,,0.0
فَلْيُنْفِقْ,فلينفق,,,فعيل,اسم,0.6666666666666666
,مما,حرف_جر,مِمَّا,,,0.0
,اتاه,اسم,آتَاهُ,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,لا,حرف,لَا,,,0.0
يُكَلِّفُ,يكلف,,,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,None,اسم,نَفْسًا,,,0.0
,الا,حرف,إِلَّا,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
آتَاهَا,اتاها,,,مفاعل,اسم,1.0
سَيَجْعَلُ,سيجعل,,,تَفاعَل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
بَعْدَ,بعد,,,فعل,فعل,1.0
,None,اسم,عُسْرٍ,,,0.0
,None,اسم,يُسْرًا,,,0.0
وَكَأَيِّنْ,وكاين,,,تفعيل,فعل,1.0
,,فعل,مِنْ,,,0.0
,None,اسم,قَرْيَةٍ,,,0.0
عَتَتْ,عتت,,,,,0.0
,عن,حرف_جر,عَنْ,,,0.0
,امر,اسم,أَمْرِ,,,0.0
رَبِّهَا,ربها,,,فعلان,اسم,1.0
وَرُسُلِهِ,ورسله,,,فاعَل,فعل,1.0
فَحَاسَبْنَاهَا,فحاسبناها,,,فعل,فعل,1.0
,None,اسم,حِسَابًا,,,0.0
,None,اسم,شَدِيدًا,,,0.0
وَعَذَّبْنَاهَا,وعذبناها,,,فعل,فعل,1.0
,None,اسم,عَذَابًا,,,0.0
,None,اسم,نُكْرًا,,,0.0
فَذَاقَتْ,فذاقت,,,فعل,فعل,1.0
وَبَالَ,وبال,,,تَفَعَّل,فعل,1.0
أَمْرِهَا,امرها,,,,,0.0
وَكَانَ,وكان,,,تَفاعَل,فعل,1.0
عَاقِبَةُ,عاقبه,,,,,0.0
أَمْرِهَا,امرها,,,,,0.0
,None,اسم,خُسْرًا,,,0.0
أَعَدَّ,اعد,,,فعل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,None,اسم,عَذَابًا,,,0.0
,None,اسم,شَدِيدًا,,,0.0
فَاتَّقُوا,فاتقوا,,,فعل,فعل,1.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
,يا,حرف,يَا,,,0.0
أُولِي,,اسم,اولي,فعل,فعل,1.0
الْأَلْبَابِ,الالباب,اسم,الْأَلْبَابِ,تَفَعَّل,فعل,1.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
آمَنُوا,امنوا,,,مفعول,اسم,0.6
,قد,حرف,قَدْ,,,0.0
أَنْزَلَ,انزل,,,فاعَل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,اليكم,حرف_جر,إِلَيْكُمْ,,,0.0
,None,اسم,ذِكْرًا,,,0.0
,None,اسم,رَسُولًا,,,0.0
يَتْلُو,يتلو,,,فعل,فعل,1.0
,عليكم,حرف_جر,عَلَيْكُمْ,,,0.0
,ايات,اسم,آيَاتِ,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
,None,اسم,مُبَيِّنَاتٍ,,,0.0
لِيُخْرِجَ,ليخرج,,,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
آمَنُوا,امنوا,,,مفعول,اسم,0.6
وَعَمِلُوا,وعملوا,,,فعيل,اسم,1.0
الصَّالِحَاتِ,الصالحات,اسم,الصَّالِحَاتِ,انفعل,فعل,1.0
مِنَ,,اسم,من,مفعل,اسم,1.1
الظُّلُمَاتِ,الظلمات,اسم,الظُّلُمَاتِ,افعلّ,فعل,1.0
,الي,حرف_جر,إِلَى,,,0.0
,النور,اسم,النُّورِ,,,0.0
,ومن,حرف_جر,وَمَنْ,,,0.0
,يومن,اسم,يُؤْمِنْ,,,0.0
بِاللَّهِ,بالله,,,لفظ_الجلالة,اسم,1.0
وَيَعْمَلْ,ويعمل,,,أفعال,اسم,1.0
,None,اسم,صَالِحًا,,,0.0
يُدْخِلْهُ,يدخله,,,فاعَل,فعل,1.0
,None,اسم,جَنَّاتٍ,,,0.0
تَجْرِي,تجري,,,تَفَعَّل,فعل,1.0
,,فعل,مِنْ,,,0.0
تَحْتِهَا,تحتها,,,تَفَعَّل,فعل,1.0
الْأَنْهَارُ,الانهار,اسم,الْأَنْهَارُ,استفعال,اسم,0.6666666666666666
خَالِدِينَ,خالدين,,,فعل,فعل,1.0
,فيها,حرف_جر,فِيهَا,,,0.0
,None,اسم,أَبَدًا,,,0.0
,قد,حرف,قَدْ,,,0.0
أَحْسَنَ,احسن,,,أفعال,اسم,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,له,حرف_جر,لَهُ,,,0.0
,None,اسم,رِزْقًا,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
الَّذِي,,اسم,الَّذِي,,,0.0
,خلق,فعل,,,,0.0
سَبْعَ,,اسم,سبع,فاعَل,فعل,1.0
,None,اسم,سَمَاوَاتٍ,,,0.0
,ومن,حرف_جر,وَمِنَ,,,0.0
,الارض,اسم,الْأَرْضِ,,,0.0
مِثْلَهُنَّ,مثلهن,,,فعل,فعل,1.0
يَتَنَزَّلُ,يتنزل,,,مفعول,اسم,1.0
الْأَمْرُ,الامر,اسم,الْأَمْرُ,,,0.0
بَيْنَهُنَّ,بينهن,,,فعلان,اسم,1.0
لِتَعْلَمُوا,لتعلموا,,,يفعل,فعل,1.0
,ان,حرف,أَنَّ,,,0.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,كل,اسم,كُلِّ,,,0.0
,None,اسم,شَيْءٍ,,,0.0
,None,اسم,قَدِيرٌ,,,0.0
,وان,حرف,وَأَنَّ,,,0.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
,قد,حرف,قَدْ,,,0.0
أَحَاطَ,احاط,,,تَفاعَل,فعل,1.0
بِكُلِّ,بكل,,,فعل,فعل,1.0
,None,اسم,شَيْءٍ,,,0.0
,None,اسم,عِلْمًا,,,0.0
بِسْمِ,بسم,,,استفعل,فعل,1.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,,,0.0
الرَّحِيمِ,,اسم,الرَّحِيمِ,صفة_الله,اسم,1.0
,يا,حرف,يَا,,,0.0
,ايها,حرف,أَيُّهَا,,,0.0
النَّبِيُّ,النبي,اسم,النَّبِيُّ,,,0.0
لِمَ,,اسم,لم,,,0.0
تُحَرِّمُ,تحرم,,,تَفَعَّل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
أَحَلَّ,احل,,,فعل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,لك,حرف_جر,لَكَ,,,0.0
,تبتغي,اسم,تَبْتَغِي,,,0.0
مَرْضَاتَ,مرضات,,,مفعل,اسم,1.1
أَزْوَاجِكَ,ازواجك,,,فعول,اسم,1.1
وَاللَّهُ,والله,,,لفظ_الجلالة,اسم,1.0
,None,اسم,غَفُورٌ,,,0.0
,None,اسم,رَحِيمٌ,,,0.0
,قد,حرف,قَدْ,,,0.0
,فرض,فعل,,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,لكم,حرف_جر,لَكُمْ,,,0.0
,تحله,اسم,تَحِلَّةَ,,,0.0
أَيْمَانِكُمْ,ايمانكم,,,فعلان,اسم,1.0
وَاللَّهُ,والله,,,لفظ_الجلالة,اسم,1.0
مَوْلَاكُمْ,مولاكم,,,فعل,فعل,1.0
,وهو,حرف,وَهُوَ,,,0.0
الْعَلِيمُ,,اسم,الْعَلِيمُ,تَفَعَّل,فعل,1.0
الْحَكِيمُ,,اسم,الْحَكِيمُ,,,0.0
,واذ,حرف,وَإِذْ,,,0.0
أَسَرَّ,اسر,,,استفعل,فعل,1.0
النَّبِيُّ,النبي,اسم,النَّبِيُّ,,,0.0
إِلَىٰ,الي,,,,,0.0
بَعْضِ,بعض,,,فعل,فعل,1.0
أَزْوَاجِهِ,ازواجه,,,فعول,اسم,1.1
,None,اسم,حَدِيثًا,,,0.0
,فلما,حرف,فَلَمَّا,,,0.0
نَبَّأَتْ,نبات,,,نفعل,فعل,1.0
,به,حرف_جر,بِهِ,,,0.0
,واظهره,اسم,وَأَظْهَرَهُ,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,عليه,حرف_جر,عَلَيْهِ,,,0.0
,عرف,اسم,عَرَّفَ,,,0.0
بَعْضَهُ,بعضه,,,فعل,فعل,1.0
وَأَعْرَضَ,واعرض,,,فاعَل,فعل,1.0
,عن,حرف_جر,عَنْ,,,0.0
,None,اسم,بَعْضٍ,,,0.0
,فلما,حرف,فَلَمَّا,,,0.0
نَبَّأَهَا,نباها,,,نفعل,فعل,1.0
,به,حرف_جر,بِهِ,,,0.0
,قالت,اسم,قَالَتْ,,,0.0
,,فعل,مَنْ,,,0.0
أَنْبَأَكَ,انباك,,,انفعل,فعل,1.0
هَٰذَا,,اسم,هذا,فعلان,اسم,1.0
,قال,فعل,,,,0.0
نَبَّأَنِيَ,نباني,,,نفعل,فعل,1.0
الْعَلِيمُ,,اسم,الْعَلِيمُ,تَفَعَّل,فعل,1.0
الْخَبِيرُ,,اسم,الْخَبِيرُ,,,0.0
,ان,حرف,إِنْ,,,0.0
تَتُوبَا,تتوبا,,,فعول,اسم,1.1
,الي,حرف_جر,إِلَى,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
فَقَدْ,فقد,,,فعل,فعل,1.0
صَغَتْ,صغت,,,افتعل,فعل,1.0
قُلُوبُكُمَا,قلوبكما,,,فعول,اسم,0.6
,وان,حرف,وَإِنْ,,,0.0
تَظَاهَرَا,تظاهرا,,,تَفَعَّل,فعل,1.0
,عليه,حرف_جر,عَلَيْهِ,,,0.0
,فان,اسم,فَإِنَّ,,,0.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
هُوَ,,اسم,هو,,,0.0
مَوْلَاهُ,مولاه,,,فعل,فعل,1.0
وَجِبْرِيلُ,وجبريل,,,استفعل,فعل,1.0
وَصَالِحُ,وصالح,,,تَفَعَّل,فعل,1.0
الْمُؤْمِنِينَ,المومنين,اسم,الْمُؤْمِنِينَ,,,0.0
وَالْمَلَائِكَةُ,والملايكه,,,فعل,فعل,1.0
بَعْدَ,بعد,,,فعل,فعل,1.0
ذَٰلِكَ,,اسم,ذلك,فعل,فعل,1.0
,None,اسم,ظَهِيرٌ,,,0.0
عَسَىٰ,عسي,,,,,0.0
رَبُّهُ,ربه,,,,,0.0
,ان,حرف,إِنْ,,,0.0
طَلَّقَكُنَّ,طلقكن,,,,,0.0
,ان,حرف,أَنْ,,,0.0
يُبْدِلَهُ,يبدله,,,فاعَل,فعل,1.0
,None,اسم,أَزْوَاجًا,,,0.0
,None,اسم,خَيْرًا,,,0.0
,منكن,حرف_جر,مِنْكُنَّ,,,0.0
,None,اسم,مُسْلِمَاتٍ,,,0.0
,None,اسم,مُؤْمِنَاتٍ,,,0.0
,None,اسم,قَانِتَاتٍ,,,0.0
,None,اسم,تَائِبَاتٍ,,,0.0
,None,اسم,عَابِدَاتٍ,,,0.0
,None,اسم,سَائِحَاتٍ,,,0.0
,None,اسم,ثَيِّبَاتٍ,,,0.0
,None,اسم,وَأَبْكَارًا,,,0.0
,يا,حرف,يَا,,,0.0
,ايها,حرف,أَيُّهَا,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
آمَنُوا,امنوا,,,مفعول,اسم,0.6
قُوا,قوا,,,تَفاعَل,فعل,1.0
أَنْفُسَكُمْ,انفسكم,,,انفعل,فعل,1.0
وَأَهْلِيكُمْ,واهليكم,,,فاعَل,فعل,1.0
,None,اسم,نَارًا,,,0.0
وَقُودُهَا,وقودها,,,فعول,اسم,1.1
النَّاسُ,الناس,اسم,النَّاسُ,,,0.0
وَالْحِجَارَةُ,والحجاره,,,فعل,فعل,1.0
,عليها,حرف_جر,عَلَيْهَا,,,0.0
,None,اسم,مَلَائِكَةٌ,,,0.0
,None,اسم,غِلَاظٌ,,,0.0
,None,اسم,شِدَادٌ,,,0.0
,لا,حرف,لَا,,,0.0
يَعْصُونَ,يعصون,,,فعل,فعل,1.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
أَمَرَهُمْ,امرهم,,,أفعال,اسم,1.0
وَيَفْعَلُونَ,ويفعلون,,,انفعل,فعل,0.75
مَا,,اسم,ما,مفعل,اسم,1.1
يُؤْمَرُونَ,يومرون,,,يفعل,فعل,1.0
,يا,حرف,يَا,,,0.0
,ايها,حرف,أَيُّهَا,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
كَفَرُوا,كفروا,,,مفعول,اسم,1.1
,لا,حرف,لَا,,,0.0
تَعْتَذِرُوا,تعتذروا,,,فعل,فعل,1.0
الْيَوْمَ,اليوم,اسم,الْيَوْمَ,,,0.0
,انما,حرف,إِنَّمَا,,,0.0
تُجْزَوْنَ,تجزون,,,مفعول,اسم,1.1
مَا,,اسم,ما,مفعل,اسم,1.1
كُنْتُمْ,كنتم,,,انفعل,فعل,1.0
تَعْمَلُونَ,تعملون,,,فعيل,اسم,1.0
,يا,حرف,يَا,,,0.0
,ايها,حرف,أَيُّهَا,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
آمَنُوا,امنوا,,,مفعول,اسم,0.6
تُوبُوا,توبوا,,,مفعول,اسم,1.1
,الي,حرف_جر,إِلَى,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
,None,اسم,تَوْبَةً,,,0.0
,None,اسم,نَصُوحًا,,,0.0
عَسَىٰ,عسي,,,,,0.0
رَبُّكُمْ,ربكم,,,,,0.0
,ان,حرف,أَنْ,,,0.0
يُكَفِّرَ,يكفر,,,انفعل,فعل,1.0
,عنكم,حرف_جر,عَنْكُمْ,,,0.0
,سيياتكم,اسم,سَيِّئَاتِكُمْ,,,0.0
وَيُدْخِلَكُمْ,ويدخلكم,,,تَفاعَل,فعل,1.0
,None,اسم,جَنَّاتٍ,,,0.0
تَجْرِي,تجري,,,تَفَعَّل,فعل,1.0
,,فعل,مِنْ,,,0.0
تَحْتِهَا,تحتها,,,تَفَعَّل,فعل,1.0
الْأَنْهَارُ,الانهار,اسم,الْأَنْهَارُ,استفعال,اسم,0.6666666666666666
يَوْمَ,يوم,,,يفعل,فعل,1.0
,لا,حرف,لَا,,,0.0
يُخْزِي,يخزي,,,يفعل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
النَّبِيَّ,النبي,اسم,النَّبِيَّ,,,0.0
وَالَّذِينَ,,اسم,والذين,فعل,فعل,1.0
آمَنُوا,امنوا,,,مفعول,اسم,0.6
,معه,حرف_جر,مَعَهُ,,,0.0
,نورهم,اسم,نُورُهُمْ,,,0.0
يَسْعَىٰ,يسعي,,,فاعَل,فعل,1.0
بَيْنَ,,اسم,بين,,,0.0
أَيْدِيهِمْ,ايديهم,,,تفعيل,فعل,1.0
وَبِأَيْمَانِهِمْ,وبايمانهم,,,تفعيل,فعل,1.0
يَقُولُونَ,يقولون,,,فعول,اسم,1.1
رَبَّنَا,ربنا,,,أفعال,اسم,1.0
أَتْمِمْ,اتمم,,,أفعال,اسم,1.0
,لنا,حرف_جر,لَنَا,,,0.0
,نورنا,اسم,نُورَنَا,,,0.0
وَاغْفِرْ,واغفر,,,,,0.0
,لنا,حرف_جر,لَنَا,,,0.0
,انك,اسم,إِنَّكَ,,,0.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,كل,اسم,كُلِّ,,,0.0
,None,اسم,شَيْءٍ,,,0.0
,None,اسم,قَدِيرٌ,,,0.0
,يا,حرف,يَا,,,0.0
,ايها,حرف,أَيُّهَا,,,0.0
النَّبِيُّ,النبي,اسم,النَّبِيُّ,,,0.0
جَاهِدِ,جاهد,,,فاعَل,فعل,1.0
الْكُفَّارَ,الكفار,اسم,الْكُفَّارَ,استفعل,فعل,0.6666666666666666
وَالْمُنَافِقِينَ,والمنافقين,,,,,0.0
وَاغْلُظْ,واغلظ,,,فاعَل,فعل,1.0
,عليهم,حرف_جر,عَلَيْهِمْ,,,0.0
,وماواهم,اسم,وَمَأْوَاهُمْ,,,0.0
جَهَنَّمُ,,اسم,جهنم,,,0.0
وَبِئْسَ,وبيس,,,,,0.0
الْمَصِيرُ,المصير,اسم,الْمَصِيرُ,,,0.0
,ضرب,فعل,,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,None,اسم,مَثَلًا,,,0.0
لِلَّذِينَ,,اسم,للذين,,,0.0
كَفَرُوا,كفروا,,,مفعول,اسم,1.1
امْرَأَتَ,امرات,,,انفعل,فعل,1.0
,None,اسم,نُوحٍ,,,0.0
وَامْرَأَتَ,وامرات,,,فاعَل,فعل,1.0
,None,اسم,لُوطٍ,,,0.0
كَانَتَا,كانتا,,,فاعَل,فعل,1.0
تَحْتَ,,اسم,تحت,تَفَعَّل,فعل,1.0
عَبْدَيْنِ,عبدين,,,,,0.0
,,فعل,مِنْ,,,0.0
عِبَادِنَا,عبادنا,,,,,0.0
صَالِحَيْنِ,صالحين,,,فعل,فعل,1.0
فَخَانَتَاهُمَا,فخانتاهما,,,فعل,فعل,1.0
,فلم,حرف,فَلَمْ,,,0.0
يُغْنِيَا,يغنيا,,,يفعل,فعل,1.0
,عنهما,حرف_جر,عَنْهُمَا,,,0.0
مِنَ,,اسم,من,مفعل,اسم,1.1
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
,None,اسم,شَيْئًا,,,0.0
وَقِيلَ,وقيل,,,فاعَل,فعل,1.0
ادْخُلَا,ادخلا,,,تَفَعَّل,فعل,1.0
النَّارَ,النار,اسم,النَّارَ,,,0.0
مَعَ,مع,,,فعل,فعل,1.0
الدَّاخِلِينَ,الداخلين,اسم,الدَّاخِلِينَ,استفعل,فعل,1.0
وَضَرَبَ,وضرب,,,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,None,اسم,مَثَلًا,,,0.0
لِلَّذِينَ,,اسم,للذين,,,0.0
آمَنُوا,امنوا,,,مفعول,اسم,0.6
امْرَأَتَ,امرات,,,انفعل,فعل,1.0
فِرْعَوْنَ,,اسم,فرعون,فاعَل,فعل,1.0
,اذ,حرف,إِذْ,,,0.0
قَالَتْ,قالت,,,فعل,فعل,1.0
رَبِّ,رب,,,,,0.0
ابْنِ,ابن,,,افتعل,فعل,1.0
,لي,حرف_جر,لِي,,,0.0
,عندك,اسم,عِنْدَكَ,,,0.0
,None,اسم,بَيْتًا,,,0.0
,في,حرف_جر,فِي,,,0.0
,الجنه,اسم,الْجَنَّةِ,,,0.0
وَنَجِّنِي,ونجني,,,انفعل,فعل,1.0
,,فعل,مِنْ,,,0.0
فِرْعَوْنَ,,اسم,فرعون,فاعَل,فعل,1.0
وَعَمَلِهِ,وعمله,,,فعيل,اسم,1.0
وَنَجِّنِي,ونجني,,,انفعل,فعل,1.0
مِنَ,,اسم,من,مفعل,اسم,1.1
الْقَوْمِ,القوم,اسم,الْقَوْمِ,,,0.0
الظَّالِمِينَ,الظالمين,اسم,الظَّالِمِينَ,افتعل,فعل,1.0
وَمَرْيَمَ,ومريم,,,تفعيل,فعل,1.0
ابْنَتَ,ابنت,,,افعلّ,فعل,1.0
عِمْرَانَ,عمران,,,فعلان,اسم,0.6666666666666666
الَّتِي,,اسم,الَّتِي,افتعل,فعل,0.6666666666666666
أَحْصَنَتْ,احصنت,,,أفعال,اسم,1.0
فَرْجَهَا,فرجها,,,فعل,فعل,1.0
فَنَفَخْنَا,فنفخنا,,,فعل,فعل,1.0
,فيه,حرف_جر,فِيهِ,,,0.0
,,فعل,مِنْ,,,0.0
رُوحِنَا,روحنا,,,,,0.0
وَصَدَّقَتْ,وصدقت,,,,,0.0
بِكَلِمَاتِ,بكلمات,,,فعل,فعل,1.0
رَبِّهَا,ربها,,,فعلان,اسم,1.0
وَكُتُبِهِ,وكتبه,,,افتعل,فعل,1.0
وَكَانَتْ,وكانت,,,مفاعل,اسم,1.0
مِنَ,,اسم,من,مفعل,اسم,1.1
الْقَانِتِينَ,القانتين,اسم,الْقَانِتِينَ,فعلان,اسم,0.6666666666666666
بِسْمِ,بسم,,,استفعل,فعل,1.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,,,0.0
الرَّحِيمِ,,اسم,الرَّحِيمِ,صفة_الله,اسم,1.0
تَبَارَكَ,تبارك,,,تَفَعَّل,فعل,1.0
الَّذِي,,اسم,الَّذِي,,,0.0
بِيَدِهِ,بيده,,,,,0.0
الْمُلْكُ,,اسم,الْمُلْكُ,تَفَعَّل,فعل,1.0
,وهو,حرف,وَهُوَ,,,0.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,كل,اسم,كُلِّ,,,0.0
,None,اسم,شَيْءٍ,,,0.0
,None,اسم,قَدِيرٌ,,,0.0
الَّذِي,,اسم,الَّذِي,,,0.0
,خلق,فعل,,,,0.0
الْمَوْتَ,الموت,اسم,الْمَوْتَ,,,0.0
وَالْحَيَاةَ,والحياه,,,فعل,فعل,1.0
لِيَبْلُوَكُمْ,ليبلوكم,,,فاعَل,فعل,1.0
أَيُّكُمْ,ايكم,,,أفعال,اسم,1.0
أَحْسَنُ,احسن,,,أفعال,اسم,1.0
,None,اسم,عَمَلًا,,,0.0
,وهو,حرف,وَهُوَ,,,0.0
الْعَزِيزُ,,اسم,الْعَزِيزُ,افعلّ,فعل,0.6666666666666666
الْغَفُورُ,,اسم,الْغَفُورُ,استفعل,فعل,0.6666666666666666
الَّذِي,,اسم,الَّذِي,,,0.0
,خلق,فعل,,,,0.0
سَبْعَ,,اسم,سبع,فاعَل,فعل,1.0
,None,اسم,سَمَاوَاتٍ,,,0.0
,None,اسم,طِبَاقًا,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
تَرَىٰ,تري,,,تَفَعَّل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,خلق,اسم,خَلْقِ,,,0.0
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,,,0.0
,,فعل,مِنْ,,,0.0
,None,اسم,تَفَاوُتٍ,,,0.0
فَارْجِعِ,فارجع,,,فاعَل,فعل,0.6666666666666666
الْبَصَرَ,البصر,اسم,الْبَصَرَ,,,0.0
,,فعل,هَلْ,,,0.0
تَرَىٰ,تري,,,تَفَعَّل,فعل,1.0
,,فعل,مِنْ,,,0.0
,None,اسم,فُطُورٍ,,,0.0
ثُمَّ,,اسم,ثم,,,0.0
ارْجِعِ,ارجع,,,انفعل,فعل,1.0
الْبَصَرَ,البصر,اسم,الْبَصَرَ,,,0.0
كَرَّتَيْنِ,كرتين,,,افتعل,فعل,1.0
يَنْقَلِبْ,ينقلب,,,فاعَل,فعل,1.0
إِلَيْكَ,,اسم,اليك,,,0.0
الْبَصَرُ,البصر,اسم,الْبَصَرُ,,,0.0
,None,اسم,خَاسِئًا,,,0.0
,وهو,حرف,وَهُوَ,,,0.0
,None,اسم,حَسِيرٌ,,,0.0
وَلَقَدْ,ولقد,,,,,0.0
زَيَّنَّا,زينا,,,أفعال,اسم,1.0
السَّمَاءَ,السماء,اسم,السَّمَاءَ,افتعال,اسم,0.6666666666666666
الدُّنْيَا,الدنيا,اسم,الدُّنْيَا,استفعال,اسم,0.6666666666666666
بِمَصَابِيحَ,بمصابيح,,,فعلان,اسم,1.0
وَجَعَلْنَاهَا,وجعلناها,,,تَفَعَّل,فعل,1.0
,None,اسم,رُجُومًا,,,0.0
لِلشَّيَاطِينِ,للشياطين,,,,,0.0
